date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:36	185220/185220	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:36%20GMT	/ficha/flat/orihuela/zona-centro/8569/15970004/en/	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/ficha/flat/orihuela/zona-centro/8569/15970004/en/index.html	(from /)
18:22:40	126971/126971	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:36%20GMT	/index.php?favoritas=1	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/indexe96f.html	(from /)
18:22:40	140065/140065	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:37%20GMT	/publica-tu-inmueble/	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/publica-tu-inmueble/index.html	(from /)
18:22:40	126141/126141	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:37%20GMT	/alertas/	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/alertas/index.html	(from /)
18:22:41	168880/168880	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20May%202026%2016:22:38%20GMT	/ficha/house-type-duplex/orihuela/los-andenes/8569/23534390/en/	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/ficha/house-type-duplex/orihuela/los-andenes/8569/23534390/en/index.html	(from /)
18:22:41	32048/32048	---M--	200	added ('OK')	image/jpeg	etag:%22647e66f6-7d30%22	https://fotos15.apinmo.com/8569/12341498/2-1s.jpg	D:/GESSICON%20WEB/Gessicon_Local/fotos15.apinmo.com/8569/12341498/2-1s.jpg	(from /)
18:22:41	14999/14999	---M--	200	added ('OK')	image/jpeg	etag:%2269fb3ddc-3a97%22	/img/nofotoagente.jpg	D:/GESSICON%20WEB/Gessicon_Local/www.gessicon.com/img/nofotoagente.jpg	(from /)
18:22:41	20221/20221	---M--	200	added ('OK')	image/jpeg	etag:%226656236d-4efd%22	https://fotos15.apinmo.com/8569/21848847/4-1s.jpg	D:/GESSICON%20WEB/Gessicon_Local/fotos15.apinmo.com/8569/21848847/4-1s.jpg	(from /)
18:22:41	21117/21117	---M--	200	added ('OK')	image/jpeg	etag:%226957a8d4-527d%22	https://fotos15.apinmo.com/8569/27575322/3-1s.jpg	D:/GESSICON%20WEB/Gessicon_Local/fotos15.apinmo.com/8569/27575322/3-1s.jpg	(from /)
18:22:42	28697/28697	---M--	200	added ('OK')	image/jpeg	etag:%22695f901b-7019%22	https://fotos15.apinmo.com/8569/27609111/7-1s.jpg	D:/GESSICON%20WEB/Gessicon_Local/fotos15.apinmo.com/8569/27609111/7-1s.jpg	(from /)
